code,l1,l2,desc,l1_desc,l2_desc
16E65,16,16Exx,"Homological conditions on associative rings (generalizations of regular, Gorenstein, Cohen-Macaulay rings,","Associative rings and algebras {For the commutative case, see","Homological methods in associative algebras {For commutative rings, see"
16E99,16,16Exx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see","Homological methods in associative algebras {For commutative rings, see"
16G10,16,16Gxx,Representations of associative Artinian rings,"Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16G20,16,16Gxx,Representations of quivers and partially ordered sets,"Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16G30,16,16Gxx,"Representations of orders, lattices, algebras over commutative rings [See also 16Hxx]","Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16G50,16,16Gxx,Cohen-Macaulay modules in associative algebras,"Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16G60,16,16Gxx,"Representation type (finite, tame, wild, etc.) of associative algebras","Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16G70,16,16Gxx,Auslander-Reiten sequences (almost split sequences) and Auslander-Reiten quivers,"Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16G99,16,16Gxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see",Representation theory of associative rings and algebras
16H05,16,16Hxx,"Separable algebras (e.g., quaternion algebras, Azumaya algebras, etc.)","Associative rings and algebras {For the commutative case, see","Associative algebras and orders {For arithmetic aspects, see 11R52, 11R54,"
16H10,16,16Hxx,Orders in separable algebras,"Associative rings and algebras {For the commutative case, see","Associative algebras and orders {For arithmetic aspects, see 11R52, 11R54,"
16H15,16,16Hxx,Commutative orders,"Associative rings and algebras {For the commutative case, see","Associative algebras and orders {For arithmetic aspects, see 11R52, 11R54,"
16H20,16,16Hxx,Lattices over orders,"Associative rings and algebras {For the commutative case, see","Associative algebras and orders {For arithmetic aspects, see 11R52, 11R54,"
16H99,16,16Hxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see","Associative algebras and orders {For arithmetic aspects, see 11R52, 11R54,"
16K20,16,16Kxx,"Finite-dimensional division rings {For crossed products, see 16S35}","Associative rings and algebras {For the commutative case, see","Division rings and semisimple Artin rings [See also 12E15, 15A30]"
16K40,16,16Kxx,Infinite-dimensional and general division rings,"Associative rings and algebras {For the commutative case, see","Division rings and semisimple Artin rings [See also 12E15, 15A30]"
16K50,16,16Kxx,"Brauer groups (algebraic aspects) [See also 12G05, 14F22]","Associative rings and algebras {For the commutative case, see","Division rings and semisimple Artin rings [See also 12E15, 15A30]"
16K99,16,16Kxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see","Division rings and semisimple Artin rings [See also 12E15, 15A30]"
16L30,16,16Lxx,"Noncommutative local and semilocal rings, perfect rings","Associative rings and algebras {For the commutative case, see",Local rings and generalizations
16L60,16,16Lxx,Quasi-Frobenius rings [See also 16D50],"Associative rings and algebras {For the commutative case, see",Local rings and generalizations
16L99,16,16Lxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see",Local rings and generalizations
16N20,16,16Nxx,"Jacobson radical, quasimultiplication","Associative rings and algebras {For the commutative case, see",Radicals and radical properties of associative rings
16N40,16,16Nxx,"Nil and nilpotent radicals, sets, ideals, associative rings","Associative rings and algebras {For the commutative case, see",Radicals and radical properties of associative rings
16N60,16,16Nxx,"Prime and semiprime associative rings [See also 16D60, 16U10]","Associative rings and algebras {For the commutative case, see",Radicals and radical properties of associative rings
16N80,16,16Nxx,"General radicals and associative rings {For radicals in module categories, see 16S90}","Associative rings and algebras {For the commutative case, see",Radicals and radical properties of associative rings
16N99,16,16Nxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see",Radicals and radical properties of associative rings
16P10,16,16Pxx,"Finite rings and finite-dimensional associative algebras {For semisimple, see 16K20; for commutative, see","Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P20,16,16Pxx,Artinian rings and modules (associative rings and algebras),"Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P40,16,16Pxx,Noetherian rings and modules (associative rings and algebras),"Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P50,16,16Pxx,Localization and associative Noetherian rings [See also 16U20],"Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P60,16,16Pxx,"Chain conditions on annihilators and summands: Goldie-type conditions [See also 16U20], Krull dimension","Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P70,16,16Pxx,"Chain conditions on other classes of submodules, ideals, subrings, etc.; coherence (associative rings and","Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P90,16,16Pxx,"Growth rate, Gelfand-Kirillov dimension","Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16P99,16,16Pxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see","Chain conditions, growth conditions, and other forms of finiteness for associative"
16R10,16,16Rxx,"T -ideals, identities, varieties of associative rings and algebras","Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16R20,16,16Rxx,"Semiprime p.i. rings, rings embeddable in matrices over commutative rings","Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16R30,16,16Rxx,Trace rings and invariant theory (associative rings and algebras),"Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16R40,16,16Rxx,Identities other than those of matrices over commutative rings,"Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16R50,16,16Rxx,"Other kinds of identities (generalized polynomial, rational, involution)","Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16R60,16,16Rxx,Functional identities (associative rings and algebras),"Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16R99,16,16Rxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see",Rings with polynomial identity
16S10,16,16Sxx,"Associative rings determined by universal properties (free algebras, coproducts, adjunction of inverses, etc.)","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S15,16,16Sxx,"Finite generation, finite presentability, normal forms (diamond lemma, term-rewriting)","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S20,16,16Sxx,Centralizing and normalizing extensions,"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S30,16,16Sxx,Universal enveloping algebras of Lie algebras [See mainly 17B35],"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S32,16,16Sxx,"Rings of differential operators (associative algebraic aspects) [See also 13N10, 32C38]","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S34,16,16Sxx,"Group rings [See also 20C05, 20C07], Laurent polynomial rings (associative algebraic aspects)","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S35,16,16Sxx,"Twisted and skew group rings, crossed products","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S36,16,16Sxx,Ordinary and skew polynomial rings and semigroup rings [See also 20M25],"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S37,16,16Sxx,Quadratic and Koszul algebras,"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S38,16,16Sxx,Rings arising from noncommutative algebraic geometry [See also 14A22],"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S40,16,16Sxx,Smash products of general Hopf actions [See also 16T05],"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S50,16,16Sxx,Endomorphism rings; matrix rings [See also 15-XX],"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S60,16,16Sxx,"Associative rings of functions, subdirect products, sheaves of rings","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S70,16,16Sxx,Extensions of associative rings by ideals,"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S80,16,16Sxx,"Deformations of associative rings [See also 13D10, 14D15]","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S85,16,16Sxx,Associative rings of fractions and localizations [See also 13B30],"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S88,16,16Sxx,Leavitt path algebras,"Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S90,16,16Sxx,"Torsion theories; radicals on module categories (associative algebraic aspects) [See also 13D30, 18E40] {For","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16S99,16,16Sxx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see",Associative rings and algebras arising under various constructions
16T05,16,16Txx,"Hopf algebras and their applications [See also 16S40, 57T05]","Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16T10,16,16Txx,Bialgebras,"Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16T15,16,16Txx,Coalgebras and comodules; corings,"Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16T20,16,16Txx,"Ring-theoretic aspects of quantum groups [See also 17B37, 20G42, 81R50]","Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16T25,16,16Txx,Yang-Baxter equations,"Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16T30,16,16Txx,Connections of Hopf algebras with combinatorics [See also 05Exx],"Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16T99,16,16Txx,"None of the above, but in this section","Associative rings and algebras {For the commutative case, see","Hopf algebras, quantum groups and related topics"
16U10,16,16Uxx,Integral domains (associative rings and algebras),"Associative rings and algebras {For the commutative case, see",Conditions on elements
16U20,16,16Uxx,"Ore rings, multiplicative sets, Ore localization","Associative rings and algebras {For the commutative case, see",Conditions on elements
